type,theme,niveau,question,options_json,answer_index,explication,lesson_category_slug,lesson_titre
qcm,Conjugaison,B1,"Complete: nous ___ (parler, conditionnel present).","[""parleriez"", ""parlerais"", ""parlerions"", ""parlerait""]",2,Forme correcte: nous parlerions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (jouer, conditionnel present).","[""joueriez"", ""joueraient"", ""jouerait"", ""jouerais""]",0,Forme correcte: vous joueriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (vendre, conditionnel present).","[""vendaient"", ""vendions"", ""vendiez"", ""vendais""]",2,Forme correcte: vous vendiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (aller, conditionnel present).","[""iriez"", ""iraient"", ""irais"", ""irait""]",3,Forme correcte: il/elle irait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (etre, conditionnel present).","[""serais"", ""serions"", ""seraient"", ""serais""]",1,Forme correcte: nous serions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (grandir, conditionnel present).","[""grandirait"", ""grandirais"", ""grandiraient"", ""grandirions""]",3,Forme correcte: nous grandirions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (descendre, conditionnel present).","[""descendiez"", ""descendait"", ""descendais"", ""descendions""]",1,Forme correcte: il/elle descendait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (perdre, conditionnel present).","[""perdaient"", ""perdait"", ""perdais"", ""perdiez""]",1,Forme correcte: il/elle perdait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (demander, conditionnel present).","[""demanderiez"", ""demanderaient"", ""demanderait"", ""demanderions""]",2,Forme correcte: il/elle demanderait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (avoir, conditionnel present).","[""aurais"", ""auraient"", ""aurais"", ""auriez""]",0,Forme correcte: tu aurais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (descendre, conditionnel present).","[""descendaient"", ""descendait"", ""descendais"", ""descendiez""]",0,Forme correcte: ils/elles descendaient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (attendre, conditionnel present).","[""attendais"", ""attendiez"", ""attendaient"", ""attendions""]",3,Forme correcte: nous attendions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (regarder, conditionnel present).","[""regarderait"", ""regarderais"", ""regarderions"", ""regarderiez""]",1,Forme correcte: je regarderais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (etudier, conditionnel present).","[""etudieraient"", ""etudieriez"", ""etudierais"", ""etudierait""]",0,Forme correcte: ils/elles etudieraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (venir, conditionnel present).","[""viendraient"", ""viendrions"", ""viendrais"", ""viendriez""]",0,Forme correcte: ils/elles viendraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (pouvoir, conditionnel present).","[""pourraient"", ""pourrions"", ""pourrais"", ""pourriez""]",1,Forme correcte: nous pourrions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (perdre, conditionnel present).","[""perdiez"", ""perdait"", ""perdais"", ""perdaient""]",3,Forme correcte: ils/elles perdaient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (parler, conditionnel present).","[""parlerais"", ""parlerions"", ""parleriez"", ""parlerais""]",0,Forme correcte: je parlerais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (grandir, conditionnel present).","[""grandirions"", ""grandiraient"", ""grandiriez"", ""grandirait""]",1,Forme correcte: ils/elles grandiraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (aimer, conditionnel present).","[""aimerais"", ""aimeriez"", ""aimerait"", ""aimerais""]",2,Forme correcte: il/elle aimerait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (finir, conditionnel present).","[""finirions"", ""finiraient"", ""finirait"", ""finirais""]",2,Forme correcte: il/elle finirait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (vouloir, conditionnel present).","[""voudrais"", ""voudrait"", ""voudrais"", ""voudraient""]",3,Forme correcte: ils/elles voudraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (reussir, conditionnel present).","[""reussiriez"", ""reussiraient"", ""reussirais"", ""reussirait""]",2,Forme correcte: je reussirais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (faire, conditionnel present).","[""ferais"", ""ferions"", ""ferais"", ""ferait""]",1,Forme correcte: nous ferions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (reflechir, conditionnel present).","[""reflechirais"", ""reflechiraient"", ""reflechirions"", ""reflechirait""]",1,Forme correcte: ils/elles reflechiraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (pouvoir, conditionnel present).","[""pourrait"", ""pourriez"", ""pourraient"", ""pourrais""]",3,Forme correcte: je pourrais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (pouvoir, conditionnel present).","[""pourrais"", ""pourrait"", ""pourriez"", ""pourrais""]",2,Forme correcte: vous pourriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (reflechir, conditionnel present).","[""reflechirais"", ""reflechirais"", ""reflechiriez"", ""reflechiraient""]",2,Forme correcte: vous reflechiriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (descendre, conditionnel present).","[""descendais"", ""descendais"", ""descendiez"", ""descendaient""]",2,Forme correcte: vous descendiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (jouer, conditionnel present).","[""jouerait"", ""jouerais"", ""joueriez"", ""jouerions""]",3,Forme correcte: nous jouerions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (prendre, conditionnel present).","[""prendrais"", ""prendriez"", ""prendrait"", ""prendrions""]",1,Forme correcte: vous prendriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (choisir, conditionnel present).","[""choisirais"", ""choisirait"", ""choisiriez"", ""choisiraient""]",3,Forme correcte: ils/elles choisiraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (pouvoir, conditionnel present).","[""pourrions"", ""pourraient"", ""pourrais"", ""pourrais""]",2,Forme correcte: tu pourrais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (attendre, conditionnel present).","[""attendais"", ""attendais"", ""attendiez"", ""attendait""]",0,Forme correcte: tu attendais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (faire, conditionnel present).","[""ferais"", ""feraient"", ""ferait"", ""ferais""]",0,Forme correcte: je ferais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (jouer, conditionnel present).","[""jouerions"", ""jouerait"", ""jouerais"", ""joueraient""]",3,Forme correcte: ils/elles joueraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (travailler, conditionnel present).","[""travaillerais"", ""travailleraient"", ""travaillerions"", ""travaillerais""]",1,Forme correcte: ils/elles travailleraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (repondre, conditionnel present).","[""repondiez"", ""repondait"", ""repondais"", ""repondaient""]",3,Forme correcte: ils/elles repondaient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (jouer, conditionnel present).","[""jouerais"", ""jouerait"", ""jouerions"", ""joueriez""]",1,Forme correcte: il/elle jouerait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (grandir, conditionnel present).","[""grandirais"", ""grandirions"", ""grandirait"", ""grandiriez""]",2,Forme correcte: il/elle grandirait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (perdre, conditionnel present).","[""perdaient"", ""perdais"", ""perdions"", ""perdiez""]",2,Forme correcte: nous perdions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (vouloir, conditionnel present).","[""voudrait"", ""voudriez"", ""voudrions"", ""voudraient""]",0,Forme correcte: il/elle voudrait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (attendre, conditionnel present).","[""attendaient"", ""attendais"", ""attendait"", ""attendiez""]",1,Forme correcte: je attendais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (chercher, conditionnel present).","[""chercherais"", ""chercherais"", ""chercheriez"", ""chercheraient""]",0,Forme correcte: tu chercherais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (choisir, conditionnel present).","[""choisirais"", ""choisirais"", ""choisirait"", ""choisiriez""]",3,Forme correcte: vous choisiriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (pouvoir, conditionnel present).","[""pourraient"", ""pourrait"", ""pourrais"", ""pourrais""]",0,Forme correcte: ils/elles pourraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (aller, conditionnel present).","[""irions"", ""iriez"", ""iraient"", ""irais""]",0,Forme correcte: nous irions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (demander, conditionnel present).","[""demanderiez"", ""demanderaient"", ""demanderions"", ""demanderait""]",1,Forme correcte: ils/elles demanderaient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (vouloir, conditionnel present).","[""voudrais"", ""voudrais"", ""voudriez"", ""voudrions""]",3,Forme correcte: nous voudrions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (repondre, conditionnel present).","[""repondaient"", ""repondions"", ""repondait"", ""repondiez""]",2,Forme correcte: il/elle repondait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (aller, conditionnel present).","[""iraient"", ""irais"", ""irais"", ""irions""]",1,Forme correcte: tu irais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (devoir, conditionnel present).","[""devrais"", ""devriez"", ""devrions"", ""devrais""]",0,Forme correcte: tu devrais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (regarder, conditionnel present).","[""regarderait"", ""regarderiez"", ""regarderions"", ""regarderais""]",1,Forme correcte: vous regarderiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (avoir, conditionnel present).","[""auriez"", ""aurions"", ""aurait"", ""aurais""]",1,Forme correcte: nous aurions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (devoir, conditionnel present).","[""devrais"", ""devrais"", ""devraient"", ""devrait""]",3,Forme correcte: il/elle devrait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (aimer, conditionnel present).","[""aimeraient"", ""aimerais"", ""aimerais"", ""aimerait""]",1,Forme correcte: je aimerais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (faire, conditionnel present).","[""ferait"", ""ferions"", ""feraient"", ""ferais""]",0,Forme correcte: il/elle ferait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (etudier, conditionnel present).","[""etudierions"", ""etudierais"", ""etudieraient"", ""etudieriez""]",0,Forme correcte: nous etudierions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (choisir, conditionnel present).","[""choisirais"", ""choisirait"", ""choisiriez"", ""choisirais""]",1,Forme correcte: il/elle choisirait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (choisir, conditionnel present).","[""choisirions"", ""choisirais"", ""choisiraient"", ""choisiriez""]",0,Forme correcte: nous choisirions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (reussir, conditionnel present).","[""reussirais"", ""reussiraient"", ""reussiriez"", ""reussirait""]",1,Forme correcte: ils/elles reussiraient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (faire, conditionnel present).","[""ferais"", ""ferions"", ""ferait"", ""ferais""]",0,Forme correcte: tu ferais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: ils/elles ___ (vendre, conditionnel present).","[""vendions"", ""vendaient"", ""vendais"", ""vendais""]",1,Forme correcte: ils/elles vendaient.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (entendre, conditionnel present).","[""entendais"", ""entendions"", ""entendais"", ""entendaient""]",1,Forme correcte: nous entendions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: je ___ (venir, conditionnel present).","[""viendrais"", ""viendraient"", ""viendriez"", ""viendrais""]",0,Forme correcte: je viendrais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: nous ___ (reflechir, conditionnel present).","[""reflechiraient"", ""reflechirions"", ""reflechiriez"", ""reflechirait""]",1,Forme correcte: nous reflechirions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (entendre, conditionnel present).","[""entendiez"", ""entendaient"", ""entendais"", ""entendais""]",0,Forme correcte: vous entendiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (choisir, conditionnel present).","[""choisirais"", ""choisirais"", ""choisirait"", ""choisiriez""]",0,Forme correcte: tu choisirais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: tu ___ (remplir, conditionnel present).","[""remplirait"", ""remplirais"", ""rempliraient"", ""remplirais""]",1,Forme correcte: tu remplirais.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: vous ___ (chercher, conditionnel present).","[""chercheriez"", ""chercherions"", ""chercherait"", ""chercherais""]",0,Forme correcte: vous chercheriez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B1,"Complete: il/elle ___ (prendre, conditionnel present).","[""prendrais"", ""prendrait"", ""prendraient"", ""prendrais""]",1,Forme correcte: il/elle prendrait.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (avoir, subjonctif present).","[""ayons"", ""ayez"", ""ait"", ""aies""]",1,Forme correcte: vous ayez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (repondre, subjonctif present).","[""repondes"", ""reponde"", ""repondions"", ""repondiez""]",3,Forme correcte: vous repondiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (grandir, subjonctif present).","[""grandissent"", ""grandissiez"", ""grandisses"", ""grandisse""]",2,Forme correcte: tu grandisses.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (pouvoir, subjonctif present).","[""puisses"", ""puissions"", ""puisse"", ""puisse""]",0,Forme correcte: tu puisses.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (grandir, subjonctif present).","[""grandisse"", ""grandissions"", ""grandisse"", ""grandissiez""]",0,Forme correcte: je grandisse.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (vouloir, subjonctif present).","[""vouliez"", ""veuille"", ""voulions"", ""veuille""]",1,Forme correcte: je veuille.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (aimer, subjonctif present).","[""aime"", ""aimiez"", ""aimions"", ""aime""]",0,Forme correcte: je aime.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (jouer, subjonctif present).","[""jouiez"", ""joue"", ""joue"", ""jouions""]",1,Forme correcte: je joue.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (prendre, subjonctif present).","[""prenne"", ""prennent"", ""preniez"", ""prenne""]",0,Forme correcte: je prenne.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (remplir, subjonctif present).","[""remplisse"", ""remplisses"", ""remplissions"", ""remplissiez""]",2,Forme correcte: nous remplissions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (reflechir, subjonctif present).","[""reflechisses"", ""reflechissent"", ""reflechisse"", ""reflechissions""]",3,Forme correcte: nous reflechissions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (choisir, subjonctif present).","[""choisissent"", ""choisisse"", ""choisisses"", ""choisisse""]",1,Forme correcte: il/elle choisisse.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (reussir, subjonctif present).","[""reussisse"", ""reussissiez"", ""reussisses"", ""reussisse""]",1,Forme correcte: vous reussissiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (grandir, subjonctif present).","[""grandisse"", ""grandissiez"", ""grandissions"", ""grandissent""]",0,Forme correcte: il/elle grandisse.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (reussir, subjonctif present).","[""reussisse"", ""reussissions"", ""reussisses"", ""reussissent""]",0,Forme correcte: il/elle reussisse.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: ils/elles ___ (parler, subjonctif present).","[""parles"", ""parle"", ""parlent"", ""parliez""]",2,Forme correcte: ils/elles parlent.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (reussir, subjonctif present).","[""reussisse"", ""reussisses"", ""reussisse"", ""reussissent""]",1,Forme correcte: tu reussisses.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (perdre, subjonctif present).","[""perde"", ""perdes"", ""perdiez"", ""perdent""]",0,Forme correcte: je perde.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (choisir, subjonctif present).","[""choisissiez"", ""choisissent"", ""choisisse"", ""choisisse""]",0,Forme correcte: vous choisissiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (travailler, subjonctif present).","[""travaillions"", ""travaille"", ""travaille"", ""travailliez""]",0,Forme correcte: nous travaillions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (avoir, subjonctif present).","[""aies"", ""ayons"", ""aie"", ""aient""]",2,Forme correcte: je aie.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (venir, subjonctif present).","[""veniez"", ""venions"", ""vienne"", ""vienne""]",2,Forme correcte: il/elle vienne.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (vouloir, subjonctif present).","[""voulions"", ""veuille"", ""veuillent"", ""veuille""]",1,Forme correcte: il/elle veuille.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (vouloir, subjonctif present).","[""veuillent"", ""vouliez"", ""veuille"", ""voulions""]",1,Forme correcte: vous vouliez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (perdre, subjonctif present).","[""perdiez"", ""perde"", ""perdions"", ""perdes""]",2,Forme correcte: nous perdions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (faire, subjonctif present).","[""fassions"", ""fasses"", ""fassent"", ""fassiez""]",3,Forme correcte: vous fassiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (reflechir, subjonctif present).","[""reflechisse"", ""reflechisses"", ""reflechissions"", ""reflechisse""]",0,Forme correcte: je reflechisse.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: ils/elles ___ (vouloir, subjonctif present).","[""veuille"", ""veuillent"", ""veuilles"", ""veuille""]",1,Forme correcte: ils/elles veuillent.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (etre, subjonctif present).","[""soyons"", ""soient"", ""soyez"", ""soit""]",0,Forme correcte: nous soyons.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: ils/elles ___ (faire, subjonctif present).","[""fasse"", ""fassiez"", ""fasses"", ""fassent""]",3,Forme correcte: ils/elles fassent.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (grandir, subjonctif present).","[""grandissions"", ""grandissiez"", ""grandisse"", ""grandisses""]",0,Forme correcte: nous grandissions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (chercher, subjonctif present).","[""cherches"", ""cherche"", ""cherche"", ""cherchiez""]",0,Forme correcte: tu cherches.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (perdre, subjonctif present).","[""perdent"", ""perdes"", ""perdiez"", ""perdions""]",2,Forme correcte: vous perdiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (chercher, subjonctif present).","[""cherche"", ""cherchions"", ""cherchiez"", ""cherches""]",2,Forme correcte: vous cherchiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (entendre, subjonctif present).","[""entendiez"", ""entendions"", ""entendes"", ""entendent""]",2,Forme correcte: tu entendes.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: tu ___ (faire, subjonctif present).","[""fasse"", ""fassent"", ""fassions"", ""fasses""]",3,Forme correcte: tu fasses.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (reflechir, subjonctif present).","[""reflechissiez"", ""reflechisse"", ""reflechissent"", ""reflechisse""]",0,Forme correcte: vous reflechissiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: ils/elles ___ (venir, subjonctif present).","[""veniez"", ""vienne"", ""viennent"", ""vienne""]",2,Forme correcte: ils/elles viennent.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (jouer, subjonctif present).","[""jouions"", ""jouiez"", ""joues"", ""jouent""]",0,Forme correcte: nous jouions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (reussir, subjonctif present).","[""reussissions"", ""reussissiez"", ""reussissent"", ""reussisses""]",0,Forme correcte: nous reussissions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (etre, subjonctif present).","[""sois"", ""soyons"", ""soyez"", ""soit""]",3,Forme correcte: il/elle soit.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: ils/elles ___ (entendre, subjonctif present).","[""entendent"", ""entende"", ""entendions"", ""entende""]",0,Forme correcte: ils/elles entendent.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (parler, subjonctif present).","[""parle"", ""parle"", ""parlions"", ""parliez""]",3,Forme correcte: vous parliez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (parler, subjonctif present).","[""parles"", ""parlent"", ""parle"", ""parliez""]",2,Forme correcte: il/elle parle.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (etre, subjonctif present).","[""soient"", ""soit"", ""sois"", ""soyez""]",3,Forme correcte: vous soyez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: nous ___ (etudier, subjonctif present).","[""etudient"", ""etudiions"", ""etudiiez"", ""etudies""]",1,Forme correcte: nous etudiions.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: je ___ (chercher, subjonctif present).","[""cherchions"", ""cherches"", ""cherche"", ""cherchent""]",2,Forme correcte: je cherche.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: vous ___ (aimer, subjonctif present).","[""aimiez"", ""aime"", ""aime"", ""aiment""]",0,Forme correcte: vous aimiez.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (aimer, subjonctif present).","[""aime"", ""aimes"", ""aimiez"", ""aime""]",0,Forme correcte: il/elle aime.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
qcm,Conjugaison,B2,"Complete: il/elle ___ (descendre, subjonctif present).","[""descendent"", ""descendes"", ""descende"", ""descendiez""]",2,Forme correcte: il/elle descende.,temps-verbaux,Conjugaison des verbes irreguliers essentiels
